features,Cluster.Index,M/Z,RT,Annotation,Cosine.Score,No..of.Shared.Peaks,Mass.Diff..to.Library.Reference,ppm.error,Analog?,Nearest.Neighbors,Proximity,CF_class,CF_Dparent,CF_kingdom,CF_MFramework,CF_subclass,CF_superclass,fch_147L_147V,fch_147L_147WG,fch_147L_165L,fch_147L_165V,fch_147L_165WG,fch_147L_291L,fch_147L_291V,fch_147L_291WG,fch_147V_147WG,fch_147V_165L,fch_147V_165V,fch_147V_165WG,fch_147V_291L,fch_147V_291V,fch_147V_291WG,fch_147WG_165L,fch_147WG_165V,fch_147WG_165WG,fch_147WG_291L,fch_147WG_291V,fch_147WG_291WG,fch_165L_165V,fch_165L_165WG,fch_165L_291L,fch_165L_291V,fch_165L_291WG,fch_165V_165WG,fch_165V_291L,fch_165V_291V,fch_165V_291WG,fch_165WG_291L,fch_165WG_291V,fch_165WG_291WG,fch_291L_291V,fch_291L_291WG,fch_291V_291WG
X291.1734_2.18_1992,1992,291.1734,2.18,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA
X447.2214_2.21_1993,1993,447.2214,2.21,Massbank:ET201705 PRZ_M477,0.735558,6,29.8546,62578.3,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA
X385.2439_2.14_1995,1995,385.2439,2.14,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X484.3008_2.39_1998,1998,484.3008,2.39,Histidine conjugated cholic acid,0.810015,11,62.0532,113577,Yes,Spectral Match to His-Ile from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes
X367.2063_0.36_2003,2003,367.2063,0.36,Spectral Match to Glycan Lacto-N-biose from NIST14,0.710127,8,16.9437,44107,Yes,URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X308.2069_2.21_2004,2004,308.2069,2.21,Spectral Match to Ile-Ile-Lys from NIST14,0.813937,10,242.126,174330,Yes,Spectral Match to Ile-Ile-Lys from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes
X425.2888_2.41_2005,2005,425.2888,2.41,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes
X321.7124_2.17_2007,2007,321.7124,2.17,Spectral Match to Leu-Val from NIST14,0.756074,7,411.247,391664,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X288.1432_0.45_2010,2010,288.1432,0.45,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X276.126_2.28_2016,2016,276.126,2.28,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,NA,Yes
X588.3345_2.1_2018,2018,588.3345,2.1,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X317.1485_2.42_2021,2021,317.1485,2.42,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA
X273.6469_0.37_2022,2022,273.6469,0.37,Spectral Match to Ile-Arg from NIST14,0.710058,7,258.084,50506.4,Yes,Spectral Match to Leu-Glu-Lys from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X300.2884_3.11_2023,2023,300.2884,3.11,Spectral Match to Palmitoyl ethanolamide from NIST14,0.891281,7,0.000610352,2.03255,No,Spectral Match to N-Oleoylethanolamine from NIST14,Second,Organonitrogen compounds,N-acylethanolamines,Organic compounds,Aliphatic acyclic compounds,Amines,Organic nitrogen compounds,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,NA,Yes
X349.1886_2.11_2024,2024,349.1886,2.11,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes
X243.2095_2.83_2027,2027,243.2095,2.83,"NCGC00385919-01_C20H34O_2-Penten-1-ol, 5-[(1S,4aS,8aS)-decahydro-5,5,8a-trimethyl-2-methylene-1-naphthalenyl]-3-methyl-, (2E)-",0.789901,11,30.0475,109961,Yes,Spectral Match to Sumaresinolic acid from NIST14,First,Prenol lipids,Sesquiterpenoids,Organic compounds,Aliphatic homomonocyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,NA
X265.1498_2.56_2033,2033,265.1498,2.56,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA
X532.2974_2.25_2034,2034,532.2974,2.25,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X893.5031_2.55_2037,2037,893.5031,2.55,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X344.6966_2.12_2038,2038,344.6966,2.12,Spectral Match to Leu-Val-Lys from NIST14,0.75918,10,329.121,40550.6,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,NA
X273.6469_0.43_2043,2043,273.6469,0.43,Spectral Match to Leu-Glu-Lys from NIST14,0.704029,7,351.163,402426,Yes,Spectral Match to Ile-Arg from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X237.1571_0.66_2045,2045,237.1571,0.66,Spectral Match to Phe-Val-Lys from NIST14,0.775794,6,276.178,203055,Yes,Spectral Match to Val-Ile-Lys from NIST14,Second,Carboxylic acids and derivatives,Oligopeptides,Organic compounds,Aliphatic acyclic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X416.2989_2.59_2046,2046,416.2989,2.59,Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate,0.832247,6,10.0591,23593.1,Yes,Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate,First Analog,Fatty Acyls,Acyl carnitines,Organic compounds,Aliphatic acyclic compounds,Fatty acid esters,Lipids and lipid-like molecules,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes
X141.0656_0.26_2054,2054,141.0656,0.26,N-METHYL-ASPARTIC ACID,0.863274,4,6.9944,47240.3,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,NA
X295.1282_2_2056,2056,295.1282,2,Spectral Match to Glu Phe from METLIN,0.837421,5,0.000213623,0.723832,No,Spectral Match to Glu Phe from METLIN,First,Carboxylic acids and derivatives,Phenylalanine and derivatives,Organic compounds,Aromatic homomonocyclic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X530.2972_2.39_2061,2061,530.2972,2.39,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X314.1947_2.19_2063,2063,314.1947,2.19,Spectral Match to Pro-Ile from NIST14,0.756636,4,398.227,371101,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X416.2636_2.34_2064,2064,416.2636,2.34,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes
X385.1416_2.37_2065,2065,385.1416,2.37,NA,NA,NA,NA,NA,No,NA,None,Tetrapyrroles and derivatives,Bilirubins,Organic compounds,Aromatic heteromonocyclic compounds,Bilirubins,Organoheterocyclic compounds,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes
X238.1366_2.24_2067,2067,238.1366,2.24,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X457.3293_2.93_2068,2068,457.3293,2.93,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X285.6629_2.56_2069,2069,285.6629,2.56,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X575.3024_2.21_2070,2070,575.3024,2.21,NA,NA,NA,NA,NA,No,Massbank:ET201705 PRZ_M477,Second Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,NA
X302.1703_2.1_2071,2071,302.1703,2.1,Spectral Match to Ile-Ile-Lys from NIST14,0.827444,11,230.052,190502,Yes,Spectral Match to Leu-Val-Lys from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA
X440.2495_2.06_2075,2075,440.2495,2.06,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes
X426.2047_2.37_2076,2076,426.2047,2.37,NA,NA,NA,NA,NA,No,NA,None,Tetrapyrroles and derivatives,Bilirubins,Organic compounds,Aromatic heteromonocyclic compounds,Bilirubins,Organoheterocyclic compounds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X335.2352_2.61_2077,2077,335.2352,2.61,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes
X200.0402_0.34_2078,2078,200.0402,0.34,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA
X999.4723_2.63_2080,2080,999.4723,2.63,"""(4R)-4-((3R,5R,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethyl-3-(sulfooxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",0.72338,11,0.0057373,5.7403,No,"""(4R)-4-((5S,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",First,Steroids and steroid derivatives,"Dihydroxy bile acids, alcohols and derivatives",Organic compounds,Aliphatic homopolycyclic compounds,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes
X279.2307_3.32_2087,2087,279.2307,3.32,Spectral Match to 9(10)-EpOME from NIST14,0.91863,9,0.000274658,0.983624,No,"Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",First,Fatty Acyls,Lineolic acids and derivatives,Organic compounds,Aliphatic acyclic compounds,Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes
X347.2921_3.54_2090,2090,347.2921,3.54,Spectral Match to Stearidonic acid ethyl ester from NIST14,0.872185,9,42.0451,137741,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X298.1276_0.6_2092,2092,298.1276,0.6,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA
X406.2937_2.43_2093,2093,406.2937,2.43,"""(R)-4-((3R,5R,6R,7R,8R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",0.746024,15,0.985291,2419.2,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes
X237.6492_0.46_2095,2095,237.6492,0.46,Spectral Match to Val-Leu-Lys from NIST14,0.80981,9,294.154,319269,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X361.1401_2.28_2107,2107,361.1401,2.28,NA,NA,NA,NA,NA,No,"methyl (1S,4S,8R,11Z,14S)-11-ethylidene-12-oxo-7,9,13-trioxatetracyclo[6.5.1.0 , ?.0?, ?]tetradeca-2,5-diene-5-carboxylate",First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X999.4731_2.56_2110,2110,999.4731,2.56,"""(4R)-4-((3R,5R,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethyl-3-(sulfooxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",0.717546,12,0.00494385,4.94643,No,"""(4R)-4-((5S,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",First,Steroids and steroid derivatives,"Dihydroxy bile acids, alcohols and derivatives",Organic compounds,Aliphatic homopolycyclic compounds,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes
X229.1541_2.32_2111,2111,229.1541,2.32,Spectral Match to Pro-Leu from NIST14,0.896619,7,0.000900269,3.92864,No,Self-Loop,Self-Loop,Carboxylic acids and derivatives,Phenylalanine and derivatives,Organic compounds,Aromatic homomonocyclic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA
X359.2932_3.01_2112,2112,359.2932,3.01,lithocholic acid,0.783143,13,0.000793457,2.20838,No,lithocholic acid,First Analog,Steroids and steroid derivatives,"Monohydroxy bile acids, alcohols and derivatives",Organic compounds,Aliphatic homopolycyclic compounds,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA
X282.048_0.25_2116,2116,282.048,0.25,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA
X623.3052_2.51_2117,2117,623.3052,2.51,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA
X538.336_2.49_2121,2121,538.336,2.49,Glu-bMCA,0.91687,19,0.000976562,1.81404,No,Glu-DCA,First,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,NA
X422.2878_2.63_2122,2122,422.2878,2.63,Spectral Match to Cholic acid from NIST14,0.769866,10,4.0332,9460.48,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X105.0698_2.67_2123,2123,105.0698,2.67,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
X546.271_2.53_2127,2127,546.271,2.53,NA,NA,NA,NA,NA,No,"""(4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",Second,Steroids and steroid derivatives,"Tetrahydroxy bile acids, alcohols and derivatives",Organic compounds,Aliphatic homopolycyclic compounds,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules,NA,NA,NA,Yes,NA,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes
X359.1574_2.37_2133,2133,359.1574,2.37,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA
